[FightGame][2025-08-01 18:22:35/level:0/count:00000116] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 1285 (socket port :52384) (2467, 3517) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000117] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000118] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 1344 (socket port :52443) (4256, 3168) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000119] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000120] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 1411 (socket port :52510) (3556, 263) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000121] NetworkManager::HandleCSPacket_Attack1[879] SessionID : 1411 (socket port :52510) (3556, 263) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000122] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 1419 (socket port :52518) (1246, 6346) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000123] NetworkManager::HandleCSPacket_Attack3[1008] SessionID : 1419 (socket port :52518) (1246, 6346) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000124] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000125] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000126] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 1572 (socket port :52671) (5643, 2757) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000127] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000128] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 1596 (socket port :52695) (1491, 5979) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000129] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000130] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 1657 (socket port :52756) (527, 492) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000131] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 1668 (socket port :52767) (2609, 3531) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000132] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 1673 (socket port :52772) (5202, 566) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000133] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000134] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 1724 (socket port :52823) (2251, 3658) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000135] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000136] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000137] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000138] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 1893 (socket port :52992) (3156, 6167) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000139] NetworkManager::HandleCSPacket_Attack1[879] SessionID : 1893 (socket port :52992) (3156, 6167) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000140] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000141] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000142] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000143] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 2103 (socket port :53201) (753, 3353) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000144] NetworkManager::HandleCSPacket_Attack3[1008] SessionID : 2103 (socket port :53201) (753, 3353) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000145] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000146] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 2142 (socket port :53241) (356, 4297) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000147] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 2175 (socket port :53274) (4001, 3817) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000148] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
